DataSN,Title,Source,FileName,File_Title,File_URL,發布單位
9080299,112年11月,https://nghr.gov.taipei/News_Content.aspx?n=61F2AD42984534EA&s=23750F7915E5091B,https://www-ws.gov.taipei/Download.ashx?u=LzAwMS9VcGxvYWQvNDI1L3JlbGZpbGUvMjEwNjcvOTA4MDI5OS81NjI3Njk3NC1iNDc4LTQwMDMtOTdlYi1kNDc4MTAwOTI3NTIucGRm&n=Meavj%2baciOWQhOmHjOmEsOaVuOOAgeaItuaVuOWSjOeUt%2bWls%2bS6uuWPo%2baVuC5wZGY%3d,1每月各里鄰數、戶數和男女人口數(PDF),https://www-ws.gov.taipei/001/Upload/425/relfile/21067/9080299/56276974-b478-4003-97eb-d47810092752.pdf,臺北市南港區戶政事務所
9065327,112年10月,https://nghr.gov.taipei/News_Content.aspx?n=61F2AD42984534EA&s=300514E57E7E29F3,https://www-ws.gov.taipei/Download.ashx?u=LzAwMS9VcGxvYWQvNDI1L3JlbGZpbGUvMjEwNjcvOTA2NTMyNy9iMTQ1MjI1YS0yMzA0LTRmZjMtOWFmZS0xMTYyYmRiZTg1ODEucGRm&n=Meavj%2baciOWQhOmHjOmEsOaVuOOAgeaItuaVuOWSjOeUt%2bWls%2bS6uuWPo%2baVuC5wZGY%3d,1每月各里鄰數、戶數和男女人口數,https://www-ws.gov.taipei/001/Upload/425/relfile/21067/9065327/b145225a-2304-4ff3-9afe-1162bdbe8581.pdf,臺北市南港區戶政事務所
9052943,112年09月,https://nghr.gov.taipei/News_Content.aspx?n=61F2AD42984534EA&s=B76EF21ECE4701B9,https://www-ws.gov.taipei/Download.ashx?u=LzAwMS9VcGxvYWQvNDI1L3JlbGZpbGUvMjEwNjcvOTA1Mjk0My80NDY1MzhhNy04YjE4LTRlMmUtYjVhZC03ZmIyNWQwNmUyODQucGRm&n=Meavj%2baciOWQhOmHjOmEsOaVuOOAgeaItuaVuOWSjOeUt%2bWls%2bS6uuWPo%2baVuC5wZGY%3d,1每月各里鄰數、戶數和男女人口數,https://www-ws.gov.taipei/001/Upload/425/relfile/21067/9052943/446538a7-8b18-4e2e-b5ad-7fb25d06e284.pdf,臺北市南港區戶政事務所
9039446,112年08月,https://nghr.gov.taipei/News_Content.aspx?n=61F2AD42984534EA&s=F17136A878E29F85,https://www-ws.gov.taipei/Download.ashx?u=LzAwMS9VcGxvYWQvNDI1L3JlbGZpbGUvMjEwNjcvOTAzOTQ0Ni9kN2Q4N2M1MS1kMmQxLTRhYmUtYmI4My1jY2Y0MDM4YzY3ZTcucGRm&n=Meavj%2baciOWQhOmHjOmEsOaVuOOAgeaItuaVuOWSjOeUt%2bWls%2bS6uuWPo%2baVuC5wZGY%3d,1每月各里鄰數、戶數和男女人口數,https://www-ws.gov.taipei/001/Upload/425/relfile/21067/9039446/d7d87c51-d2d1-4abe-bb83-ccf4038c67e7.pdf,臺北市南港區戶政事務所
9024866,112年07月,https://nghr.gov.taipei/News_Content.aspx?n=61F2AD42984534EA&s=1D2EC01B8918D932,https://www-ws.gov.taipei/Download.ashx?u=LzAwMS9VcGxvYWQvNDI1L3JlbGZpbGUvMjEwNjcvOTAyNDg2Ni8wYTcyMzg0Ni03ZTRjLTQxMDItYmI4MS00Nzg0ZjEyNWY2NzIucGRm&n=Meavj%2baciOWQhOmHjOmEsOaVuOOAgeaItuaVuOWSjOeUt%2bWls%2bS6uuWPo%2baVuC5wZGY%3d,1每月各里鄰數、戶數和男女人口數,https://www-ws.gov.taipei/001/Upload/425/relfile/21067/9024866/0a723846-7e4c-4102-bb81-4784f125f672.pdf,臺北市南港區戶政事務所
9006317,112年06月,https://nghr.gov.taipei/News_Content.aspx?n=61F2AD42984534EA&s=AE5113C290F9AE53,https://www-ws.gov.taipei/Download.ashx?u=LzAwMS9VcGxvYWQvNDI1L3JlbGZpbGUvMjEwNjcvOTAwNjMxNy9kMzRiNmY3NS02YzQzLTQ0MDgtODU4Mi00OGNjNzcwYTM2NjYucGRm&n=Meavj%2baciOWQhOmHjOmEsOaVuOOAgeaItuaVuOWSjOeUt%2bWls%2bS6uuWPo%2baVuC5wZGY%3d,1每月各里鄰數、戶數和男女人口數,https://www-ws.gov.taipei/001/Upload/425/relfile/21067/9006317/d34b6f75-6c43-4408-8582-48cc770a3666.pdf,臺北市南港區戶政事務所
8988912,112年05月,https://nghr.gov.taipei/News_Content.aspx?n=61F2AD42984534EA&s=28D4F84AF9205770,https://www-ws.gov.taipei/Download.ashx?u=LzAwMS9VcGxvYWQvNDI1L3JlbGZpbGUvMjEwNjcvODk4ODkxMi9jZWMwZjRlYy0zZWFhLTQyYmQtODkzZi0wZTFjNDFkMGVkYmIucGRm&n=Meavj%2baciOWQhOmHjOmEsOaVuOOAgeaItuaVuOWSjOeUt%2bWls%2bS6uuWPo%2baVuC5wZGY%3d,1每月各里鄰數、戶數和男女人口數,https://www-ws.gov.taipei/001/Upload/425/relfile/21067/8988912/cec0f4ec-3eaa-42bd-893f-0e1c41d0edbb.pdf,臺北市南港區戶政事務所
8973531,112年04月,https://nghr.gov.taipei/News_Content.aspx?n=61F2AD42984534EA&s=2EF0ECCE3CBFEDB1,https://www-ws.gov.taipei/Download.ashx?u=LzAwMS9VcGxvYWQvNDI1L3JlbGZpbGUvMjEwNjcvODk3MzUzMS84ZmYyN2I4Zi0wODczLTQxZWEtYTk2OC1kZWNhNzJhNzk1MWEucGRm&n=Meavj%2baciOWQhOmHjOmEsOaVuOOAgeaItuaVuOWSjOeUt%2bWls%2bS6uuWPo%2baVuC5wZGY%3d,1每月各里鄰數、戶數和男女人口數,https://www-ws.gov.taipei/001/Upload/425/relfile/21067/8973531/8ff27b8f-0873-41ea-a968-deca72a7951a.pdf,臺北市南港區戶政事務所
8959315,112年03月,https://nghr.gov.taipei/News_Content.aspx?n=61F2AD42984534EA&s=626BDBE9C63ACAA5,https://www-ws.gov.taipei/Download.ashx?u=LzAwMS9VcGxvYWQvNDI1L3JlbGZpbGUvMjEwNjcvODk1OTMxNS81NTExODg3My01NjA2LTRiMTMtOTdkOS03MWRjZTVlMjc1NjAucGRm&n=Meavj%2baciOWQhOmHjOmEsOaVuOOAgeaItuaVuOWSjOeUt%2bWls%2bS6uuWPo%2baVuC5wZGY%3d,1每月各里鄰數、戶數和男女人口數,https://www-ws.gov.taipei/001/Upload/425/relfile/21067/8959315/55118873-5606-4b13-97d9-71dce5e27560.pdf,臺北市南港區戶政事務所
8942389,112年02月,https://nghr.gov.taipei/News_Content.aspx?n=61F2AD42984534EA&s=E7839FFE57CE62CC,https://www-ws.gov.taipei/Download.ashx?u=LzAwMS9VcGxvYWQvNDI1L3JlbGZpbGUvMjEwNjcvODk0MjM4OS8wNGU0NTUzZS1iYjY0LTQzMTEtOTg3ZS01MGQ4MjE2OThlNTQucGRm&n=Meavj%2baciOWQhOmHjOmEsOaVuOOAgeaItuaVuOWSjOeUt%2bWls%2bS6uuWPo%2baVuC5wZGY%3d,1每月各里鄰數、戶數和男女人口數,https://www-ws.gov.taipei/001/Upload/425/relfile/21067/8942389/04e4553e-bb64-4311-987e-50d821698e54.pdf,臺北市南港區戶政事務所
8925471,112年01月,https://nghr.gov.taipei/News_Content.aspx?n=61F2AD42984534EA&s=880B788BC231B98A,https://www-ws.gov.taipei/Download.ashx?u=LzAwMS9VcGxvYWQvNDI1L3JlbGZpbGUvMjEwNjcvODkyNTQ3MS8zNmMwMGM4Ni04YjY3LTRjNGUtODYzYi0yY2FhODZkY2YwZDAucGRm&n=Meavj%2baciOWQhOmHjOmEsOaVuOOAgeaItuaVuOWSjOeUt%2bWls%2bS6uuWPo%2baVuC5wZGY%3d,1每月各里鄰數、戶數和男女人口數,https://www-ws.gov.taipei/001/Upload/425/relfile/21067/8925471/36c00c86-8b67-4c4e-863b-2caa86dcf0d0.pdf,臺北市南港區戶政事務所
8913187,111年12月,https://nghr.gov.taipei/News_Content.aspx?n=61F2AD42984534EA&s=B05EAF0CF355943B,https://www-ws.gov.taipei/Download.ashx?u=LzAwMS9VcGxvYWQvNDI1L3JlbGZpbGUvMjEwNjcvODkxMzE4Ny9mMTEzMTU4MC1jNmRlLTRmNTYtOWFiNi05MjNiNTY5OWZlNjEucGRm&n=Meavj%2baciOWQhOmHjOmEsOaVuOOAgeaItuaVuOWSjOeUt%2bWls%2bS6uuWPo%2baVuC5wZGY%3d,1每月各里鄰數、戶數和男女人口數,https://www-ws.gov.taipei/001/Upload/425/relfile/21067/8913187/f1131580-c6de-4f56-9ab6-923b5699fe61.pdf,臺北市南港區戶政事務所
